,id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_modif_prod,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn,contract_duration_m
12,2c05848e1a577dd041ea6804bbf5bbf5,3,46121,1542867,5280,1,4502.43,5280,0.0,145.81,0.1152369999999999,0.100123,40.606701,1,523.68,5.52,5.52,2,533.46,4,3,16.5,0,61.96
13,21860c2ff2d5df75503b230ce629c253,3,7726,0,0,1,914.1,0,0.0,74.66,0.162327,0.084428,44.31137796,0,0.0,33.12,33.12,1,89.02,3,2,13.2,0,48.0
14,c5037389dd8be351d3c40f2973da2391,3,9707,0,0,0,1028.52,0,0.0,15.37,0.168242,0.089602,45.30837756,0,0.0,15.78,15.78,1,111.59,5,1,13.856,0,72.02
15,e4773b60d2e68aac94795782abfc006b,4,47019,0,3161,0,1687.29,1080,0.0,16.08,0.144902,0.0,44.31137796,0,158.53,19.28,19.28,1,130.14,4,2,10.392,0,48.0
16,bd14bbac3aca710ee5288fcd8511d4bb,4,786536,80583,85883,0,13517.5,23298,0.0,16.6,0.1640579999999999,0.086163,44.31137796,1,2585.38,25.68,25.68,2,1087.76,6,3,11.4,0,71.98
17,4e4a34a6d91ff25d0fdf68733907ad44,3,30776,0,0,1,3045.16,0,0.0,118.24,0.1128599999999999,0.096521,40.606701,0,0.0,19.29,19.29,1,335.78,5,3,25.0,0,59.79
18,f2b93783adecf0d0d8d60ab547bda3de,3,24838,0,2877,0,1088.35,798,0.0,141.79,0.115174,0.098837,40.606701,0,79.36,21.57,21.57,1,117.44,5,2,15.001,0,60.02
19,47e976c5d7f1ee1fee6d60ca39fd0218,3,15411,0,0,0,194.42,0,0.0,18.31,0.1457109999999999,0.0,44.31137796,0,0.0,23.97,23.97,1,19.07,4,3,13.0,0,48.0
20,db6ac41fb6972374f28bc6f8e43b9764,3,16782,0,1908,0,1686.67,1908,0.0,131.77,0.1152369999999999,0.100123,40.606701,1,189.79,6.6,6.6,2,203.35,6,1,19.8,0,84.01
21,bee0c7e972180fbee50c2ea15b12965c,3,26987,0,4099,0,2761.95,4099,0.0,129.95,0.1186359999999999,0.10175,40.606701,0,413.68,47.35,47.35,1,316.53,5,3,35.0,0,60.02
22,78014630fbac3e6aa980361d25cea748,6,20560,0,3804,1,3037.82,3804,0.0,0.0,0.142417,0.0,44.31137796,0,548.89,4.14,4.14,1,255.96,3,3,11.0,0,48.0
23,5789c446141a44a9b405db35682f6eb5,3,12157,0,0,1,1418.81,0,0.0,16.42,0.160302,0.082403,44.31137796,0,0.0,23.4,23.4,2,123.87,3,1,10.392,0,35.98
24,ed5bc499fecb8eee257857fd286ebd65,3,13122,0,0,1,1932.42,0,0.0,19.51,0.143478,0.0,44.31137796,0,0.0,3.56,3.56,1,150.7,6,1,13.2,0,84.01
25,389bbbe70248fbeecdf9bb1bd0d1da04,3,3584,0,322,0,379.83,322,0.0,145.98,0.1152369999999999,0.100123,41.1052014,0,32.61,57.72,57.72,1,38.76,5,3,23.1,1,72.02
26,31615bef53242dfedeaf275214044ca1,3,2632,0,0,0,394.83,0,0.0,15.98,0.1457109999999999,0.0,44.31137796,0,0.0,14.64,14.64,1,38.62,6,2,10.392,0,72.02
27,74ff037708f036de5745ce34d8d9d4df,3,4792,0,0,1,719.4,0,0.0,0.0,0.144039,0.0,45.80687796,0,0.0,19.42,19.42,1,60.0,4,3,12.5,0,60.02
28,7287dad2f1f535d03435ea7c78b557c4,3,7950,0,1100,0,856.81,1100,0.0,132.16,0.1152369999999999,0.100123,40.9390266,0,113.82,20.0,20.0,1,94.01,6,1,15.01,0,84.01
29,26c7bba7d51f86a16109de505bcd4f52,4,1856956,41883,164355,0,3074.16,0,0.0,99.05,0.1152369999999999,0.100123,40.606701,1,0.0,43.44,43.44,2,487.42,5,2,29.0,0,72.02
30,44e826a55734d0ca5eeafcae0e991a75,3,324,0,0,1,8.32,0,0.0,1.08,0.14317,0.0,44.31137796,0,0.0,18.62,18.62,2,1.27,7,2,13.2,1,84.01
31,4bffd9d74bfb770ef7763e8e4e88dfc3,6,2103,0,0,1,355.17,0,30.0,19.6,0.198096,0.0,46.30537836,0,0.0,27.96,27.96,2,19.0,4,1,10.392,0,55.75
32,2d9d0546d83c60ed3d5728d744d65c40,6,19593,0,0,1,2886.5,0,0.0,17.55,0.143166,0.0,44.31137796,0,0.0,17.45,17.45,1,243.99,4,3,13.856,0,48.0
33,79d29481ee261caf08387bcef9e4346d,6,41814,0,4159,1,4107.43,4159,0.0,129.97,0.1165089999999999,0.101397,40.606701,0,412.54,10.16,10.16,1,477.42,3,3,30.45,0,48.0
34,044d071a5dbc2668cddad4f2b28c91d1,6,37969,0,3407,1,3879.98,3407,0.0,130.68,0.114604,0.098262,40.606701,0,330.3,44.64,44.64,1,407.98,11,2,33.0,0,132.01
35,af87b64523cf1f4f4a681e2cc44c8629,3,41214,0,3538,1,4294.49,3538,0.0,146.56,0.1153599999999999,0.100243,40.606701,0,352.08,3.72,3.72,1,505.47,4,3,19.8,0,60.02
36,9403f3f9ff06ec9e49db8255ede2b098,4,2012791,0,218619,0,547.35,346,0.0,16.12,0.144902,0.0,44.31137796,0,50.79,21.52,21.52,1,50.38,5,1,13.2,0,60.02
37,51a7edcf29ed04830da6b3ee79f9e508,4,20429,0,0,0,869.54,0,0.0,120.45,0.120372,0.103487,40.606701,0,0.0,60.39,60.39,1,111.64,6,1,26.6,0,72.02
38,d9260de11c54a215fa7363f603bbeaf6,3,5957,0,794,0,510.87,315,0.0,18.47,0.1457109999999999,0.0,44.31137796,0,46.17,24.4,24.4,1,50.71,6,3,15.0,0,72.02
39,a853b52e3992aa2df0870fe42d843a65,6,6047,0,0,0,913.0,0,0.0,19.54,0.147506,0.0,45.80687796,0,0.0,17.13,17.13,1,86.43,4,1,10.392,0,60.02
40,91607f6e0ed7143ab1a5b2abc20f1c00,3,1938393,0,312684,0,3426.48,3537,0.0,51.6,0.143166,0.0,44.31137796,0,513.03,11.95,11.95,1,279.26,3,3,13.85,0,48.0
41,757ea31873662fe77d60e8c4f736a1ec,3,9141,0,1592,1,419.22,523,0.0,16.32,0.142881,0.0,46.30537836,0,74.39,29.5,29.5,1,30.9,4,3,13.856,0,54.67
42,d53f9011d82ed1f4850d0d312d04468b,1,4259,0,0,1,632.17,0,0.0,16.74,0.144902,0.0,44.31137796,0,0.0,14.64,14.64,1,64.34,4,2,10.392,0,48.46
43,af47b8ea9a596c200ee39128a95738f9,4,12199,0,0,0,1811.9,0,0.0,21.1,0.145877,0.0,44.31137796,0,0.0,23.4,23.4,1,156.21,5,2,10.392,0,61.63
44,f8943edfeb1783f3793d3abc6305c1e3,6,13859,0,0,0,8.83,0,0.0,18.26,0.146694,0.0,44.31137796,0,0.0,30.22,30.22,1,0.88,5,3,13.2,0,60.02
45,adfec8a906dfa5c6d836231e65825539,3,110534,0,7546,0,3485.92,2797,0.0,131.87,0.1169099999999999,0.100572,40.606701,0,272.68,32.1,32.1,1,416.74,4,3,26.61,0,48.0
46,34f2d4431b7db25cd660b098acf3d3a0,3,79090,0,3319,1,2690.38,2191,0.0,130.47,0.114025,0.097683,40.606701,0,201.4,12.36,12.36,1,311.76,6,2,19.8,0,84.01
47,cdcc2c363d5b34232082cee78776e59e,3,5162,0,0,0,0.0,0,0.0,0.0,0.0006,0.0,0.0,0,0.0,24.33,24.33,1,80.3,5,3,13.86,0,72.02
48,b96aa3a8655203318c6b853dbdb0ceb7,3,88178,0,6094,1,9070.33,6094,0.0,145.41,0.115744,0.098858,40.606701,0,611.08,32.88,32.88,1,719.37,6,3,33.0,1,72.97
49,54a77b7ec412ca7133750d2cb2a24096,1,22333,0,2237,1,2377.86,2237,0.0,143.04,0.1152369999999999,0.100123,40.606701,0,226.86,9.93,9.93,1,234.39,5,1,52.5,0,72.02
50,0f7487e3c557be9c77570e11ce572454,3,31653,0,124,0,82.03,124,0.0,129.6,0.120372,0.103487,40.606701,0,12.19,108.9,108.9,1,10.32,5,3,48.0,0,60.02
51,17e84c1bc19211777dfbb1cca8af94fc,3,463646,0,40551,1,2858.82,0,0.0,117.54,0.1152369999999999,0.100123,40.606701,0,0.0,11.04,11.04,1,372.55,3,3,33.0,0,39.59
52,b664719a6cbb1966d9987c3f6ec6d209,3,10602,0,951,0,1122.03,951,0.0,129.61,0.120372,0.103487,40.606701,0,98.66,36.22,36.22,1,137.56,4,3,20.0,0,48.0
53,d8e589d515b7c905bb73eece1d8781d8,3,21553,0,0,0,3213.49,0,0.0,16.09,0.144149,0.0,44.31137796,0,0.0,19.28,19.28,1,301.91,3,3,10.392,1,36.01
54,a20ef5d293e20e3d9e9f60cf2be3ce63,3,348859,0,53135,0,2767.31,2368,0.0,142.63,0.1165089999999999,0.101397,40.606701,0,218.34,4.46,4.46,1,364.43,5,2,100.0,0,72.02
55,413f4bf21686876dd0d9a2bf0cc5ba1f,3,7314,0,1542,0,1094.82,1542,0.0,18.32,0.1457109999999999,0.0,44.31137796,0,226.96,27.69,27.69,1,111.5,4,3,15.0,0,48.0
56,3bd97d79feb083b315baa9545c76c84d,3,1129316,0,79977,0,1346.17,1174,0.0,129.24,0.1165089999999999,0.101397,40.606701,0,117.71,2.46,2.46,1,172.91,4,3,19.72,1,60.02
57,cb5171895e4a15e2c72cbbd7cf054cbf,3,11399,0,1105,1,2158.81,1105,24.0,14.44,0.186188,0.0,45.80687796,0,206.39,37.56,37.56,1,864.94,5,3,12.5,0,58.22
58,b50576e9fd15d9fa7e550be0f19fbf9e,3,162691,0,18860,0,7603.69,9069,0.0,130.68,0.115744,0.098858,40.606701,0,836.8,16.32,16.32,1,677.58,5,3,16.4,0,72.02
59,063acc614e176cf9edb486d267a90097,3,158223,188601,17754,1,5658.04,9471,0.0,129.26,0.114481,0.098142,40.606701,1,940.24,35.81,35.81,3,580.06,6,3,40.0,0,72.02
60,cd2ac5886d344c93b3a2358e4604e1fe,6,84410,186857,7891,1,3166.13,3007,0.0,132.13,0.1165089999999999,0.101397,40.606701,1,302.49,0.7999999999999989,0.7999999999999989,4,396.63,4,1,17.25,0,60.02
61,78b67084b27f0d33429985d7a1fd6258,4,2887,0,0,0,436.45,0,0.0,14.91,0.146694,0.0,44.31137796,0,0.0,34.68,34.68,1,49.0,3,1,13.856,0,48.0
62,ac9b40690cdc78263fecc452bd92c227,4,8647,0,829,0,399.54,389,0.0,129.6,0.1169,0.1000149999999999,40.606701,0,37.53,51.96,51.96,1,45.47,6,3,20.785,0,71.98
63,4d4a8d5a884e49e2a8f7994b21a3cb18,4,10,0,0,0,1.52,0,0.0,6.67,0.1457109999999999,0.0,44.31137796,0,0.0,21.52,21.52,1,0.16,5,1,13.2,0,60.02
64,d26bcf1a3e3f6252b9812903f402dcf1,1,5682,0,0,0,853.4,0,0.0,17.35,0.1458839999999999,0.0,44.31137796,0,0.0,23.76,23.76,1,82.52,5,2,10.392,0,60.02
65,d44fcb35df8f88e9032ad52678d060a3,3,1017579,187578,120936,0,100.27,125,0.0,146.81,0.115174,0.098837,40.606701,1,11.86,47.0,47.0,2,14.59,5,3,29.7,0,60.02
66,327e887296aa77019b4954c6bb0a8cc3,3,16605,227049,2000,0,1694.72,2000,0.0,132.19,0.1169,0.1000149999999999,40.606701,1,200.09,24.72,24.72,2,183.25,6,1,16.5,0,72.9
67,6f062ee9f3f8b2a404078abb4cd85510,4,2502,0,0,0,375.75,0,0.0,19.51,0.1457109999999999,0.0,44.31137796,0,0.0,22.52,22.52,1,35.96,4,2,13.856,0,48.0
68,9cdfb70886ecb55f8a8620af8a99a722,3,92718,0,7895,0,8796.43,7895,0.0,145.77,0.113323,0.096984,40.606701,1,735.06,14.94,14.94,2,848.79,6,3,55.0,0,84.01
69,d8711ce9aef0a42cf24b1e65da32fe3f,3,597,0,0,1,74.51,0,0.0,13.64,0.16304,0.084395,46.30537836,0,0.0,20.54,20.54,1,20.73,6,1,10.392,0,84.01
70,215fcb61cd9905b5e605b292666975d9,3,64516,21201,3764,1,4766.96,3764,0.0,145.03,0.1186359999999999,0.10175,40.606701,1,376.57,22.44,22.44,2,530.16,3,2,15.001,1,36.01
71,33e5a46305e282aef856ef00fee02e2c,3,67923,14693,4898,1,6714.09,4898,0.0,147.79,0.112852,0.095965,40.606701,1,469.1,19.92,19.92,2,571.66,3,3,20.0,0,40.67
72,270835591aad4b5231d23fb7bdcd3bcf,3,6383,0,1116,1,958.79,1116,0.0,16.26,0.145541,0.0,44.31137796,0,163.87,34.68,34.68,1,101.81,6,1,13.856,0,84.01
73,d766f436878bdf7c211ad1546e4357e9,6,7042,0,0,0,1058.3,0,0.0,19.49,0.147506,0.0,45.80687796,0,0.0,22.89,22.89,1,102.08,4,1,13.856,0,60.02
74,38ff1f75487719c54ba3d4a46f9ee244,4,19704,45795,1466,1,1991.63,1466,0.0,128.19,0.1165089999999999,0.101397,40.606701,1,147.9,60.84,60.84,3,66.87,5,3,25.0,0,72.02
75,a29ad433a1585b364e5485ec55b6bbc3,4,15803,0,0,0,461.63,0,0.0,16.48,0.1458839999999999,0.0,44.31137796,0,0.0,37.56,37.56,1,45.07,6,1,15.0,0,84.01
76,be272db990d3604a49a54887dfa904f4,3,10930,0,3227,0,777.96,1578,0.0,16.68,0.165793,0.0885389999999999,44.31137796,0,217.04,14.57,14.57,1,59.82,7,2,10.35,0,84.01
77,6187a71186583ed2457d182b00b632c5,1,15150,0,4700,0,1637.98,4700,0.0,10.37,0.1640579999999999,0.086163,44.31137796,0,494.42,29.76,29.76,1,134.5,3,3,14.49,0,36.01
78,6ae7e4a3bdf96abb7783b342378ca5fc,1,3251,0,0,0,487.33,0,0.0,16.44,0.1457109999999999,0.0,44.31137796,0,0.0,10.08,10.08,1,47.33,5,2,10.392,0,72.02
79,cfc1377e09c9866fae771bb4180f026a,1,4077,0,668,1,601.62,668,0.0,16.89,0.142822,0.0,44.31137796,0,96.52,15.5,15.5,1,59.37,6,1,11.0,0,72.02
80,d4a84ff4ec620151ef05bdef0cf27eab,1,16163,0,1474,0,1739.46,1474,0.0,0.0,0.115174,0.098837,40.606701,0,155.19,12.9,12.9,1,181.75,6,1,20.7,0,84.01
81,1d4a665170914d996d3fb78069495516,3,51558,0,0,1,3469.21,0,0.0,17.27,0.159815,0.081173,44.31137796,0,0.0,4.83,4.83,2,122.17,3,2,10.35,1,48.82
82,e91f386614c13becdf81cc47fadfa2a2,3,1750,0,64,0,176.01,64,0.0,127.81,0.120372,0.103487,40.606701,0,6.08,37.39,37.39,1,21.87,4,3,16.5,0,48.0
83,b5159f09fc3592f49048683fb75629da,3,51774,0,4095,0,5282.47,4095,0.0,130.67,0.1186359999999999,0.10175,40.606701,0,406.53,23.66,23.66,1,544.49,4,3,26.4,0,48.0
84,c0465e0147cc1faf14e8793a14c92cd2,3,38268,0,3598,1,2318.35,2495,0.0,167.76,0.114025,0.097683,40.606701,0,234.18,23.99,23.99,1,295.02,5,3,50.0,0,72.02
85,3c52cd186c318638296ed093e9cdf412,3,84527,0,5925,1,3787.85,3230,0.0,129.61,0.1157609999999999,0.099419,40.606701,0,325.09,25.44,25.44,1,428.99,4,3,21.04,1,48.0
86,0acfc92892cc39bb48fb3398a8cda11f,3,8345,0,0,1,1210.54,0,0.0,16.55,0.142065,0.0,44.31137796,0,0.0,27.52,27.52,1,112.04,6,3,13.3,0,71.36
87,f1f24e9f048478c6d41fa05795b1d424,3,1540,43,21,0,19.59,19,0.0,132.11,0.1169099999999999,0.100572,40.606701,1,1.83,42.48,42.48,2,2.43,6,2,17.0,1,72.02
88,471f25ae25f8c42dbfae0bc1e76c1cd3,3,1644,0,0,1,312.66,0,28.0,13.8,0.182936,0.0,47.80087836,0,0.0,48.6,48.6,1,27.83,4,3,13.856,0,48.79
89,e0b40169a9075474ca8bddab6d490484,3,4527,0,0,1,676.72,0,0.0,16.16,0.14531,0.0,44.31137796,0,0.0,21.48,21.48,1,63.75,4,2,10.392,0,48.0
90,3133a89333b09b9eaf541818eabf5c93,3,3875,0,0,0,577.24,0,0.0,18.47,0.144902,0.0,44.31137796,0,0.0,17.62,17.62,1,53.89,6,3,12.5,0,72.02
91,9d566b80c46439fb4fa5d9c8eaa51f7e,3,8011,0,911,0,800.29,911,0.0,132.53,0.1169,0.1000149999999999,40.606701,0,89.44,37.39,37.39,1,87.02,6,1,16.5,0,73.89
92,c30e2e4d0abce6b4db1d0280778d04d4,3,6569,0,1114,1,983.37,1114,0.0,16.78,0.14531,0.0,44.31137796,0,163.2,26.04,26.04,1,94.42,4,2,10.392,0,60.02
93,599a07e92a3980ae637d36cd6111045f,3,1175,0,177,0,177.21,177,0.0,19.34,0.146694,0.0,44.31137796,0,26.26,26.04,26.04,1,16.97,6,1,10.392,0,71.98
94,ac9033ee1d6056f4ac827d79bedcc72d,3,8369,0,936,1,1251.18,936,0.0,15.16,0.144152,0.0,44.31137796,0,136.14,34.68,34.68,1,121.33,5,3,13.84,0,72.02
95,900937b8062eaec84aa1e5f16cdfe57d,6,15295,0,1807,0,1313.84,1381,0.0,130.31,0.120372,0.103487,40.606701,0,140.32,31.32,31.32,1,156.02,4,3,17.320999999999998,0,48.0
96,99158224050f70b152be49f14f86686b,6,18262,0,1513,1,1310.31,1078,0.0,129.59,0.118646,0.102308,40.606701,0,110.9,32.48,32.48,1,159.02,4,3,20.0,0,48.0
97,6a4526450ca4ee8a2cd6709b2a627c8d,3,7921,0,2037,0,1179.04,2037,0.0,0.0,0.144902,0.0,44.31137796,0,298.7,18.62,18.62,1,108.67,7,2,13.2,0,84.01
98,da81ccd181f3283287a174f4eca547de,3,52988,24114,9573,0,4608.72,5512,0.0,18.37,0.143166,0.0,44.31137796,1,797.2,10.84,10.84,2,362.56,4,3,12.5,0,60.02
99,bd265cf7f018d2bea11e0cae69b493f1,3,1616,0,0,0,218.71,0,0.0,13.87,0.165793,0.0885389999999999,44.31137796,0,0.0,10.03,10.03,1,21.2,6,2,10.35,0,84.01
100,2c8177dd04a8d4760c8ae4630d5db435,3,916711,0,66423,0,1013.87,0,0.0,19.47,0.144902,0.0,44.31137796,0,0.0,19.2,19.2,1,107.14,6,2,10.392,0,72.02
101,3beb7a9262b1e77bdd8520a546e7a579,3,2274,0,391,0,342.23,391,0.0,0.0,0.1457109999999999,0.0,44.31137796,0,57.66,30.98,30.98,1,35.18,3,3,15.0,0,36.01
102,7e6b8140b261e49bd1f6bfa03266355d,3,5759,0,365,1,593.6,0,0.0,13.57,0.167093,0.088449,45.81137796,0,0.0,18.99,18.99,1,70.63,6,1,11.504,0,84.01
103,8a03a1cb07e0c84dc84f9832eae4d23f,4,50538,0,4168,1,5445.84,4168,0.0,132.11,0.112922,0.09781,40.606701,0,422.0,18.96,18.96,1,447.52,6,2,19.0,0,71.95
104,fdfe279dd0446c30e15ecfab16b9002b,3,2769,0,0,1,417.34,0,0.0,15.15,0.147506,0.0,45.80687796,0,0.0,18.12,18.12,1,52.79,4,3,10.4,0,52.01
105,cf6526ff2524fb9a3663f8fca1bdf6c3,3,2958,0,0,1,445.9,0,0.0,17.13,0.142881,0.0,46.30537836,0,0.0,28.02,28.02,1,26.77,6,2,13.856,0,84.01
106,882b924b96a0a422a5930cc87673051e,3,1366,0,341,1,258.84,341,30.0,18.7,0.186188,0.0,45.80687796,0,63.83,46.32,46.32,1,17.49,4,3,13.2,0,48.59
107,0b0da18e644bac389ba02ab23e1487ed,3,5994,0,800,0,636.86,800,0.0,128.89,0.1152369999999999,0.100123,40.9390266,0,82.51,25.46,25.46,1,67.31,4,3,17.2,1,60.16
108,88cb009b746ab1b9a55dc5efcd1cc733,3,10,0,0,1,1.09,0,0.0,130.45,0.114603,0.098261,40.606701,0,0.0,35.59,35.59,1,0.11,6,3,26.3,0,72.02
109,778ddcb8f3092f5b501e7ae19ce228f3,4,2288838,0,237044,0,1263.69,0,0.0,0.0,0.1457109999999999,0.0,44.31137796,0,0.0,21.24,21.24,1,123.56,6,1,11.5,0,72.02
110,0019baf3ed1242cd99b3cb592030446f,3,528,0,150,0,142.05,150,0.0,18.37,0.273963,0.0,59.26637796,0,41.27,197.28,197.28,1,65.99,3,3,13.15,1,48.0
111,616018ccf121480488737b3823361d1a,6,4043,14289,357,1,416.31,357,0.0,143.41,0.1169099999999999,0.100572,40.606701,1,35.61,29.85,29.85,2,48.81,3,3,16.5,0,36.01
112,c84ec3bd5e20182784b1b971be72c299,4,50243,28066,0,0,1429.06,0,0.0,19.61,0.146694,0.0,44.31137796,1,0.0,27.32,27.32,3,141.34,5,1,13.2,0,60.02
113,d263e956a4b3d8522299e10714087894,3,13561,277,2741,0,1997.35,2741,0.0,18.07,0.143166,0.0,44.31137796,1,397.57,11.7,11.7,2,152.17,3,3,11.0,0,48.0
114,2c75c74a7c0f2651b3ae5ec830c34b8f,3,1845,0,310,1,273.33,310,0.0,16.26,0.142881,0.0,46.30537836,0,44.81,28.02,28.02,1,21.61,6,1,13.856,0,84.01
115,30056ab231d545b01bf64a4afee54001,3,13379,0,0,1,852.32,0,0.0,18.32,0.1457109999999999,0.0,44.31137796,0,0.0,17.62,17.62,1,86.03,4,3,12.5,0,48.0
116,f1bc4ec5aa7efda1226655623274648a,3,2123,0,0,0,316.47,0,0.0,16.44,0.144902,0.0,44.31137796,0,0.0,12.82,12.82,1,29.17,6,2,13.2,0,84.01
117,cfe53ea9433504883086fc113f19bf3d,4,1676,0,131,1,26.77,38,0.0,133.73,0.1153599999999999,0.100243,41.27136420000001,0,3.74,37.44,37.44,1,3.28,6,1,15.001,1,84.11
118,2377643ffe1711ed3a6f107d6846aa22,4,18725,0,0,0,413.38,0,0.0,14.62,0.147506,0.0,45.80687796,0,0.0,26.2,26.2,1,50.78,5,1,15.0,0,71.98
119,0d933e7fe322dea60b3a4e9dfbfee9d8,3,41588,0,5111,1,4353.28,5111,0.0,141.68,0.115939,0.100823,40.606701,0,520.17,5.76,5.76,1,527.27,3,2,17.320999999999998,0,48.0
120,bf3c67d9664f3459e6e04e607a507e64,3,23481,7913,0,0,2560.4,0,0.0,16.49,0.1640569999999999,0.0868029999999999,44.31137796,1,0.0,14.7,14.7,2,194.14,6,1,13.856,0,84.01
121,987a0a5e856d2185db60c718da435160,4,535973,147192,65016,0,1687.23,1651,0.0,16.11,0.1646369999999999,0.087381,44.31137796,1,180.55,17.22,17.22,2,165.61,6,1,10.392,0,72.02
122,085b7eec474bd25f8140577833f0a6ac,1,76233,0,7612,1,3844.96,4676,0.0,16.27,0.143478,0.0,44.31137796,0,671.99,2.8,2.8,1,294.93,4,1,10.392,0,60.02
123,4c14c36a57ab73b4b800fc995d3beb73,3,35055,0,6003,1,5154.28,6003,0.0,13.83,0.143166,0.0,44.31137796,0,869.45,21.81,21.81,1,454.73,4,3,13.15,0,48.0
124,373fb825c489645f221952db53e35a60,3,9219,0,2740,1,841.26,2740,0.0,16.86,0.16464,0.087382,44.31137796,0,247.16,10.08,10.08,1,98.01,6,1,10.392,0,84.01
125,c94671d9f76a07fe541480bc62edb60a,3,4394,0,0,0,557.05,0,0.0,40.69,0.164635,0.086741,44.31137796,1,0.0,27.32,27.32,3,49.33,5,1,13.2,0,60.02
126,8dcf72174797ae1837d423396bbb7e98,4,1899670,0,218019,0,5249.29,0,0.0,44.53,0.1646369999999999,0.087381,44.31137796,0,0.0,16.66,16.66,1,453.85,6,1,13.2,0,72.02
127,b80d271d99d6f7196ef6b591cc99930c,4,8471,0,0,1,868.97,0,0.0,15.98,0.146348,0.0,45.30837756,0,0.0,15.12,15.12,1,84.58,6,1,13.2,0,84.01
128,3c4ee938001975a4d07cf27a54de433c,4,39375,0,3197,1,1366.21,944,0.0,132.5,0.1128599999999999,0.095969,40.606701,0,92.4,40.8,40.8,1,141.86,6,1,20.4,0,84.01
129,054a060473c4f11a08dcdb183f9be82d,4,1679,0,131,1,328.61,131,30.0,17.58,0.19923,0.0,45.80687796,0,26.37,43.8,43.8,2,18.55,6,3,12.5,0,76.42
130,5e8b2c437090e22ffe168d19c3aa79eb,4,170442,0,29580,0,737.23,74,0.0,9.65,0.1457109999999999,0.0,44.31137796,0,10.89,22.44,22.44,1,83.38,6,1,13.8,0,72.02
131,6c13700b7435b2547163d04008bf3975,4,2374,0,0,0,356.98,0,0.0,16.0,0.146348,0.0,46.30537836,0,0.0,20.54,20.54,1,34.12,6,1,10.392,0,84.01
132,f451b7678fe549050ed1df7e41a57f1d,4,9818,0,1477,0,966.06,1477,0.0,131.79,0.115174,0.098837,40.606701,0,141.84,94.2,94.2,1,105.37,12,2,37.71,0,144.0
133,839492301e7c2d24c02c89315f307e39,6,2206,0,62,1,274.3,62,0.0,14.05,0.161165,0.083909,44.31137796,0,7.51,26.04,26.04,1,30.35,4,3,10.392,1,55.2
